Linkage Group,Marker Name,Locus Name,Type,Position
Cranberry-Composite_map-F1.LG01,scaffold_12386_3788,scaffold_12386_3788,marker_locus,111.98 cM
Cranberry-Composite_map-F1.LG01,SCF208509,SCF208509,marker_locus,111.98 cM
Cranberry-Composite_map-F1.LG01,scaffold_155015_128,scaffold_155015_128,marker_locus,112.82 cM
Cranberry-Composite_map-F1.LG01,scaffold_14647_1415,scaffold_14647_1415,marker_locus,113.13 cM
Cranberry-Composite_map-F1.LG01,scaffold_34330_3092,scaffold_34330_3092,marker_locus,113.13 cM
Cranberry-Composite_map-F1.LG01,scaffold_35593_3209,scaffold_35593_3209,marker_locus,113.13 cM
Cranberry-Composite_map-F1.LG01,scaffold_48000_2086,scaffold_48000_2086,marker_locus,113.13 cM
Cranberry-Composite_map-F1.LG01,scaffold_86480_585,scaffold_86480_585,marker_locus,113.13 cM
Cranberry-Composite_map-F1.LG01,scaffold_48000_2071,scaffold_48000_2071,marker_locus,113.92 cM
Cranberry-Composite_map-F1.LG01,scaffold_50439_2370,scaffold_50439_2370,marker_locus,113.92 cM
Cranberry-Composite_map-F1.LG01,scaffold_50439_2379,scaffold_50439_2379,marker_locus,113.92 cM
Cranberry-Composite_map-F1.LG01,SCF172019,SCF172019,marker_locus,113.92 cM
Cranberry-Composite_map-F1.LG01,SCF153722,SCF153722,marker_locus,113.92 cM
Cranberry-Composite_map-F1.LG01,scaffold_73469_1298,scaffold_73469_1298,marker_locus,113.92 cM
Cranberry-Composite_map-F1.LG01,scaffold_50439_2380,scaffold_50439_2380,marker_locus,114.75 cM
Cranberry-Composite_map-F1.LG01,scaffold_50439_2377,scaffold_50439_2377,marker_locus,114.75 cM
Cranberry-Composite_map-F1.LG01,scaffold_4354_5518,scaffold_4354_5518,marker_locus,114.75 cM
Cranberry-Composite_map-F1.LG01,scaffold_50439_2378,scaffold_50439_2378,marker_locus,114.75 cM
Cranberry-Composite_map-F1.LG01,scaffold_77830_839,scaffold_77830_839,marker_locus,114.75 cM
Cranberry-Composite_map-F1.LG01,scaffold_78313_985,scaffold_78313_985,marker_locus,114.75 cM
Cranberry-Composite_map-F1.LG01,SCF68870,SCF68870,marker_locus,115.88 cM
Cranberry-Composite_map-F1.LG02,SCF31394,SCF31394,marker_locus,0 cM
Cranberry-Composite_map-F1.LG02,SCF77145,SCF77145,marker_locus,0 cM
Cranberry-Composite_map-F1.LG02,SCF180863,SCF180863,marker_locus,0 cM
Cranberry-Composite_map-F1.LG02,scaffold_10676_6243,scaffold_10676_6243,marker_locus,0.6 cM
Cranberry-Composite_map-F1.LG02,scaffold_13509_2315,scaffold_13509_2315,marker_locus,0.6 cM
Cranberry-Composite_map-F1.LG02,scaffold_13509_2317,scaffold_13509_2317,marker_locus,0.6 cM
Cranberry-Composite_map-F1.LG02,scaffold_13509_2319,scaffold_13509_2319,marker_locus,0.6 cM
Cranberry-Composite_map-F1.LG02,scaffold_2384_2172,scaffold_2384_2172,marker_locus,0.6 cM
Cranberry-Composite_map-F1.LG02,scaffold_9857_2071,scaffold_9857_2071,marker_locus,0.6 cM
Cranberry-Composite_map-F1.LG02,scaffold_83870_340,scaffold_83870_340,marker_locus,1.2 cM
Cranberry-Composite_map-F1.LG02,scaffold_20949_637,scaffold_20949_637,marker_locus,1.79 cM
Cranberry-Composite_map-F1.LG02,scaffold_89883_102,scaffold_89883_102,marker_locus,1.79 cM
Cranberry-Composite_map-F1.LG02,scaffold_3096_4391,scaffold_3096_4391,marker_locus,1.79 cM
Cranberry-Composite_map-F1.LG02,SCF22434,SCF22434,marker_locus,1.79 cM
Cranberry-Composite_map-F1.LG02,1trimcontig178358,1trimcontig178358,marker_locus,1.79 cM
Cranberry-Composite_map-F1.LG02,scaffold_2541_816,scaffold_2541_816,marker_locus,1.79 cM
Cranberry-Composite_map-F1.LG02,scaffold_2541_767,scaffold_2541_767,marker_locus,1.79 cM
Cranberry-Composite_map-F1.LG02,scaffold_147251_269,scaffold_147251_269,marker_locus,1.79 cM
Cranberry-Composite_map-F1.LG02,scaffold_43659_2956,scaffold_43659_2956,marker_locus,2.26 cM
Cranberry-Composite_map-F1.LG02,scaffold_9857_1606,scaffold_9857_1606,marker_locus,2.38 cM
Cranberry-Composite_map-F1.LG02,scaffold_36026_1634,scaffold_36026_1634,marker_locus,2.38 cM
Cranberry-Composite_map-F1.LG02,scaffold_9857_2056,scaffold_9857_2056,marker_locus,2.38 cM
Cranberry-Composite_map-F1.LG02,scaffold_13767_3213,scaffold_13767_3213,marker_locus,2.38 cM
Cranberry-Composite_map-F1.LG02,scaffold_3676_5270,scaffold_3676_5270,marker_locus,2.38 cM
Cranberry-Composite_map-F1.LG02,scaffold_12021_5513,scaffold_12021_5513,marker_locus,2.38 cM
Cranberry-Composite_map-F1.LG02,scaffold_12021_5517,scaffold_12021_5517,marker_locus,2.38 cM
Cranberry-Composite_map-F1.LG02,scaffold_12021_5515,scaffold_12021_5515,marker_locus,2.38 cM
Cranberry-Composite_map-F1.LG02,scaffold_2976_6488,scaffold_2976_6488,marker_locus,2.98 cM
Cranberry-Composite_map-F1.LG02,scaffold_30505_2172,scaffold_30505_2172,marker_locus,2.98 cM
Cranberry-Composite_map-F1.LG02,scaffold_28974_3273,scaffold_28974_3273,marker_locus,2.98 cM
Cranberry-Composite_map-F1.LG02,scaffold_63852_1018,scaffold_63852_1018,marker_locus,2.98 cM
Cranberry-Composite_map-F1.LG02,GVC-C722,GVC-C722_207,marker_locus,2.98 cM
Cranberry-Composite_map-F1.LG02,scaffold_2584_807,scaffold_2584_807,marker_locus,2.98 cM
Cranberry-Composite_map-F1.LG02,scaffold_2584_844,scaffold_2584_844,marker_locus,2.98 cM
Cranberry-Composite_map-F1.LG02,scaffold_12021_5334,scaffold_12021_5334,marker_locus,2.98 cM
Cranberry-Composite_map-F1.LG02,scaffold_43659_2933,scaffold_43659_2933,marker_locus,2.98 cM
Cranberry-Composite_map-F1.LG02,scaffold_5473_3860,scaffold_5473_3860,marker_locus,2.98 cM
Cranberry-Composite_map-F1.LG02,scaffold_84361_181,scaffold_84361_181,marker_locus,2.98 cM
Cranberry-Composite_map-F1.LG02,SCF127382,SCF127382,marker_locus,2.98 cM
Cranberry-Composite_map-F1.LG02,scaffold_36026_1605,scaffold_36026_1605,marker_locus,4.17 cM
Cranberry-Composite_map-F1.LG02,scaffold_2541_856,scaffold_2541_856,marker_locus,4.17 cM
Cranberry-Composite_map-F1.LG02,scaffold_14212_2887,scaffold_14212_2887,marker_locus,4.17 cM
Cranberry-Composite_map-F1.LG02,scaffold_214_19356,scaffold_214_19356,marker_locus,4.17 cM
Cranberry-Composite_map-F1.LG02,scaffold_28974_3302,scaffold_28974_3302,marker_locus,4.17 cM
Cranberry-Composite_map-F1.LG02,scaffold_38482_1050,scaffold_38482_1050,marker_locus,4.17 cM
Cranberry-Composite_map-F1.LG02,scaffold_79510_407,scaffold_79510_407,marker_locus,4.17 cM
Cranberry-Composite_map-F1.LG02,scaffold_89214_1033,scaffold_89214_1033,marker_locus,4.17 cM
Cranberry-Composite_map-F1.LG02,scaffold_5355_5289,scaffold_5355_5289,marker_locus,5.06 cM
Cranberry-Composite_map-F1.LG02,scaffold_5355_5299,scaffold_5355_5299,marker_locus,5.26 cM
Cranberry-Composite_map-F1.LG02,scaffold_5355_5345,scaffold_5355_5345,marker_locus,5.26 cM
Cranberry-Composite_map-F1.LG02,scaffold_11068_2124,scaffold_11068_2124,marker_locus,5.75 cM
Cranberry-Composite_map-F1.LG02,scaffold_21168_3751,scaffold_21168_3751,marker_locus,6.45 cM
Cranberry-Composite_map-F1.LG02,scaffold_6420_7410,scaffold_6420_7410,marker_locus,7.44 cM
Cranberry-Composite_map-F1.LG02,scaffold_6420_7453,scaffold_6420_7453,marker_locus,7.44 cM
Cranberry-Composite_map-F1.LG02,scaffold_11068_3570,scaffold_11068_3570,marker_locus,8.03 cM
Cranberry-Composite_map-F1.LG02,scaffold_11068_2064,scaffold_11068_2064,marker_locus,8.03 cM
Cranberry-Composite_map-F1.LG02,scaffold_18666_1489,scaffold_18666_1489,marker_locus,8.03 cM
Cranberry-Composite_map-F1.LG02,scaffold_35837_2667,scaffold_35837_2667,marker_locus,8.03 cM
Cranberry-Composite_map-F1.LG02,scaffold_6895_6201,scaffold_6895_6201,marker_locus,8.66 cM
Cranberry-Composite_map-F1.LG02,SCF74458,SCF74458,marker_locus,11.31 cM
Cranberry-Composite_map-F1.LG02,scf28l,scf28l,marker_locus,11.31 cM
Cranberry-Composite_map-F1.LG02,scaffold_37691_1239,scaffold_37691_1239,marker_locus,11.31 cM
Cranberry-Composite_map-F1.LG02,SCF965,SCF965,marker_locus,11.86 cM
Cranberry-Composite_map-F1.LG02,scaffold_15195_272,scaffold_15195_272,marker_locus,12.09 cM
Cranberry-Composite_map-F1.LG02,scaffold_15195_299,scaffold_15195_299,marker_locus,12.09 cM
Cranberry-Composite_map-F1.LG02,scaffold_60325_509,scaffold_60325_509,marker_locus,12.85 cM
Cranberry-Composite_map-F1.LG02,scaffold_20344_4796,scaffold_20344_4796,marker_locus,12.87 cM
Cranberry-Composite_map-F1.LG02,scaffold_59091_93,scaffold_59091_93,marker_locus,13.06 cM
Cranberry-Composite_map-F1.LG02,scaffold_4009_1688,scaffold_4009_1688,marker_locus,13.06 cM
Cranberry-Composite_map-F1.LG02,scaffold_4009_5196,scaffold_4009_5196,marker_locus,13.06 cM
Cranberry-Composite_map-F1.LG02,scaffold_60325_513,scaffold_60325_513,marker_locus,13.06 cM
Cranberry-Composite_map-F1.LG02,scaffold_10943_5950,scaffold_10943_5950,marker_locus,13.2 cM
Cranberry-Composite_map-F1.LG02,scaffold_10943_5979,scaffold_10943_5979,marker_locus,13.2 cM
Cranberry-Composite_map-F1.LG02,scaffold_37193_863,scaffold_37193_863,marker_locus,13.2 cM
Cranberry-Composite_map-F1.LG02,scaffold_30156_3305,scaffold_30156_3305,marker_locus,13.69 cM
Cranberry-Composite_map-F1.LG02,scaffold_59091_171,scaffold_59091_171,marker_locus,13.69 cM
Cranberry-Composite_map-F1.LG02,scaffold_53065_1508,scaffold_53065_1508,marker_locus,13.69 cM
Cranberry-Composite_map-F1.LG02,scaffold_59091_194,scaffold_59091_194,marker_locus,13.69 cM
Cranberry-Composite_map-F1.LG02,scaffold_21621_4463,scaffold_21621_4463,marker_locus,13.99 cM
Cranberry-Composite_map-F1.LG02,scaffold_2905_4757,scaffold_2905_4757,marker_locus,13.99 cM
Cranberry-Composite_map-F1.LG02,SCF26049,SCF26049,marker_locus,13.99 cM
Cranberry-Composite_map-F1.LG02,SCF77376,SCF77376,marker_locus,13.99 cM
Cranberry-Composite_map-F1.LG02,scaffold_14281_3522,scaffold_14281_3522,marker_locus,14.28 cM
Cranberry-Composite_map-F1.LG02,scaffold_2039_12007,scaffold_2039_12007,marker_locus,14.28 cM
Cranberry-Composite_map-F1.LG02,scaffold_2039_12023,scaffold_2039_12023,marker_locus,14.28 cM
Cranberry-Composite_map-F1.LG02,1trimcontig351427,1trimcontig351427,marker_locus,14.28 cM
Cranberry-Composite_map-F1.LG02,scaffold_44658_871,scaffold_44658_871,marker_locus,14.69 cM
Cranberry-Composite_map-F1.LG02,scaffold_44658_866,scaffold_44658_866,marker_locus,14.69 cM
Cranberry-Composite_map-F1.LG02,314761_K63,314761_K63,marker_locus,14.83 cM
Cranberry-Composite_map-F1.LG02,scaffold_6652_6608,scaffold_6652_6608,marker_locus,17.05 cM
Cranberry-Composite_map-F1.LG02,scaffold_6652_6663,scaffold_6652_6663,marker_locus,17.05 cM
Cranberry-Composite_map-F1.LG02,scaffold_18165_2403,scaffold_18165_2403,marker_locus,17.05 cM
Cranberry-Composite_map-F1.LG02,scaffold_18165_2494,scaffold_18165_2494,marker_locus,17.05 cM
Cranberry-Composite_map-F1.LG02,scaffold_18165_2517,scaffold_18165_2517,marker_locus,17.05 cM
Cranberry-Composite_map-F1.LG02,scaffold_5293_2250,scaffold_5293_2250,marker_locus,17.68 cM
Cranberry-Composite_map-F1.LG02,scaffold_94_21967,scaffold_94_21967,marker_locus,18.83 cM
Cranberry-Composite_map-F1.LG02,scaffold_4235_7663,scaffold_4235_7663,marker_locus,19.17 cM
Cranberry-Composite_map-F1.LG02,scaffold_21885_2681,scaffold_21885_2681,marker_locus,19.17 cM
Cranberry-Composite_map-F1.LG02,scaffold_14440_626,scaffold_14440_626,marker_locus,19.6 cM
Cranberry-Composite_map-F1.LG02,scaffold_14440_592,scaffold_14440_592,marker_locus,21.04 cM
Cranberry-Composite_map-F1.LG02,scaffold_14440_636,scaffold_14440_636,marker_locus,21.04 cM
Cranberry-Composite_map-F1.LG02,scaffold_57811_1716,scaffold_57811_1716,marker_locus,21.04 cM
Cranberry-Composite_map-F1.LG02,scaffold_8019_6341,scaffold_8019_6341,marker_locus,21.4 cM
Cranberry-Composite_map-F1.LG02,scaffold_21380_2128,scaffold_21380_2128,marker_locus,21.4 cM
Cranberry-Composite_map-F1.LG02,scaffold_28792_1608,scaffold_28792_1608,marker_locus,22.53 cM
Cranberry-Composite_map-F1.LG02,scaffold_588_14282,scaffold_588_14282,marker_locus,22.53 cM
Cranberry-Composite_map-F1.LG02,scaffold_18254_1032,scaffold_18254_1032,marker_locus,22.53 cM
Cranberry-Composite_map-F1.LG02,scaffold_28792_1656,scaffold_28792_1656,marker_locus,22.53 cM
Cranberry-Composite_map-F1.LG02,scaffold_32004_3608,scaffold_32004_3608,marker_locus,22.53 cM
Cranberry-Composite_map-F1.LG02,scaffold_8019_6359,scaffold_8019_6359,marker_locus,22.53 cM
Cranberry-Composite_map-F1.LG02,SCF13771,SCF13771,marker_locus,22.53 cM
Cranberry-Composite_map-F1.LG02,scaffold_798_5968,scaffold_798_5968,marker_locus,22.53 cM
Cranberry-Composite_map-F1.LG02,scaffold_6892_1884,scaffold_6892_1884,marker_locus,22.53 cM
Cranberry-Composite_map-F1.LG02,scaffold_8019_206,scaffold_8019_206,marker_locus,22.53 cM
Cranberry-Composite_map-F1.LG02,scaffold_8019_211,scaffold_8019_211,marker_locus,22.53 cM
Cranberry-Composite_map-F1.LG02,scaffold_14052_6230,scaffold_14052_6230,marker_locus,23.62 cM
Cranberry-Composite_map-F1.LG02,scaffold_8755_2482,scaffold_8755_2482,marker_locus,23.7 cM
Cranberry-Composite_map-F1.LG02,scaffold_8659_3231,scaffold_8659_3231,marker_locus,23.92 cM
Cranberry-Composite_map-F1.LG02,scaffold_97957_626,scaffold_97957_626,marker_locus,23.92 cM
Cranberry-Composite_map-F1.LG02,scaffold_97957_613,scaffold_97957_613,marker_locus,23.92 cM
Cranberry-Composite_map-F1.LG02,scaffold_121393_268,scaffold_121393_268,marker_locus,23.92 cM
Cranberry-Composite_map-F1.LG02,scaffold_49612_430,scaffold_49612_430,marker_locus,23.92 cM
Cranberry-Composite_map-F1.LG02,29080_K63,29080_K63,marker_locus,23.92 cM
Cranberry-Composite_map-F1.LG02,scaffold_50215_1124,scaffold_50215_1124,marker_locus,24.15 cM
Cranberry-Composite_map-F1.LG02,scaffold_24850_1925,scaffold_24850_1925,marker_locus,24.81 cM
Cranberry-Composite_map-F1.LG02,scaffold_42460_234,scaffold_42460_234,marker_locus,25.62 cM
Cranberry-Composite_map-F1.LG02,scaffold_64776_1169,scaffold_64776_1169,marker_locus,25.62 cM
Cranberry-Composite_map-F1.LG02,scaffold_63671_1144,scaffold_63671_1144,marker_locus,25.64 cM
Cranberry-Composite_map-F1.LG02,scaffold_54731_1330,scaffold_54731_1330,marker_locus,28.18 cM
Cranberry-Composite_map-F1.LG02,scaffold_3428_6768,scaffold_3428_6768,marker_locus,28.18 cM
Cranberry-Composite_map-F1.LG02,scaffold_38278,scaffold_38278,marker_locus,28.18 cM
Cranberry-Composite_map-F1.LG02,scaffold_64776_1140,scaffold_64776_1140,marker_locus,28.18 cM
Cranberry-Composite_map-F1.LG02,scaffold_64776_966,scaffold_64776_966,marker_locus,28.18 cM
Cranberry-Composite_map-F1.LG02,scaffold_67934_526,scaffold_67934_526,marker_locus,28.18 cM
Cranberry-Composite_map-F1.LG02,scaffold_3428_10483,scaffold_3428_10483,marker_locus,28.18 cM
Cranberry-Composite_map-F1.LG02,scaffold_43835_1332,scaffold_43835_1332,marker_locus,28.18 cM
Cranberry-Composite_map-F1.LG02,scaffold_82980_1281,scaffold_82980_1281,marker_locus,28.18 cM
Cranberry-Composite_map-F1.LG02,scaffold_30508_492,scaffold_30508_492,marker_locus,28.18 cM
Cranberry-Composite_map-F1.LG02,SCF83079,SCF83079,marker_locus,28.18 cM
Cranberry-Composite_map-F1.LG02,scaffold_51254_1480,scaffold_51254_1480,marker_locus,28.18 cM
Cranberry-Composite_map-F1.LG02,scaffold_67934_527,scaffold_67934_527,marker_locus,28.18 cM
Cranberry-Composite_map-F1.LG02,scaffold_56893_1962,scaffold_56893_1962,marker_locus,28.81 cM
Cranberry-Composite_map-F1.LG02,scaffold_13716_1275,scaffold_13716_1275,marker_locus,29.37 cM
Cranberry-Composite_map-F1.LG02,ct130570,ct130570,marker_locus,29.37 cM
Cranberry-Composite_map-F1.LG02,scaffold_50432_741,scaffold_50432_741,marker_locus,34.65 cM
Cranberry-Composite_map-F1.LG02,scaffold_50432_753,scaffold_50432_753,marker_locus,34.65 cM
Cranberry-Composite_map-F1.LG02,372875_K63,372875_K63,marker_locus,34.75 cM
Cranberry-Composite_map-F1.LG02,scaffold_33602_383,scaffold_33602_383,marker_locus,34.75 cM
Cranberry-Composite_map-F1.LG02,scaffold_740_2149,scaffold_740_2149,marker_locus,35.7 cM
Cranberry-Composite_map-F1.LG02,scaffold_104502_88,scaffold_104502_88,marker_locus,35.7 cM
Cranberry-Composite_map-F1.LG02,scaffold_2429_10453,scaffold_2429_10453,marker_locus,36.02 cM
Cranberry-Composite_map-F1.LG02,scaffold_42093_407,scaffold_42093_407,marker_locus,36.57 cM
Cranberry-Composite_map-F1.LG02,SCF73288,SCF73288,marker_locus,37.13 cM
Cranberry-Composite_map-F1.LG02,scaffold_183992_83,scaffold_183992_83,marker_locus,37.13 cM
Cranberry-Composite_map-F1.LG02,scaffold_183992_126,scaffold_183992_126,marker_locus,37.13 cM
Cranberry-Composite_map-F1.LG02,scaffold_5976_6782,scaffold_5976_6782,marker_locus,37.37 cM
Cranberry-Composite_map-F1.LG02,scaffold_10842_3283,scaffold_10842_3283,marker_locus,37.37 cM
Cranberry-Composite_map-F1.LG02,scaffold_12794_3674,scaffold_12794_3674,marker_locus,37.37 cM
Cranberry-Composite_map-F1.LG02,scaffold_2126_10221,scaffold_2126_10221,marker_locus,37.94 cM
Cranberry-Composite_map-F1.LG02,scaffold_20891_2586,scaffold_20891_2586,marker_locus,37.94 cM
Cranberry-Composite_map-F1.LG02,scaffold_42093_373,scaffold_42093_373,marker_locus,37.94 cM
Cranberry-Composite_map-F1.LG02,scaffold_5955_3066,scaffold_5955_3066,marker_locus,39.13 cM
Cranberry-Composite_map-F1.LG02,scaffold_99178_612,scaffold_99178_612,marker_locus,39.13 cM
Cranberry-Composite_map-F1.LG02,CA325,CA325,marker_locus,39.13 cM
Cranberry-Composite_map-F1.LG02,CA325,CA325_205,marker_locus,39.13 cM
Cranberry-Composite_map-F1.LG02,scaffold_45738_584,scaffold_45738_584,marker_locus,39.13 cM
Cranberry-Composite_map-F1.LG02,SCF130642,SCF130642,marker_locus,39.13 cM
Cranberry-Composite_map-F1.LG02,scaffold_19388_2399,scaffold_19388_2399,marker_locus,39.13 cM
Cranberry-Composite_map-F1.LG02,scaffold_27618_3168,scaffold_27618_3168,marker_locus,39.13 cM
Cranberry-Composite_map-F1.LG02,scaffold_27618_3212,scaffold_27618_3212,marker_locus,39.13 cM
Cranberry-Composite_map-F1.LG02,scaffold_27618_3239,scaffold_27618_3239,marker_locus,39.13 cM
Cranberry-Composite_map-F1.LG02,scaffold_4325_9150,scaffold_4325_9150,marker_locus,39.13 cM
Cranberry-Composite_map-F1.LG02,scaffold_69654_1568,scaffold_69654_1568,marker_locus,39.72 cM
Cranberry-Composite_map-F1.LG02,scaffold_69654_1606,scaffold_69654_1606,marker_locus,39.72 cM
Cranberry-Composite_map-F1.LG02,SCF158988,SCF158988,marker_locus,39.72 cM
Cranberry-Composite_map-F1.LG02,SCF48645,SCF48645,marker_locus,40.85 cM
Cranberry-Composite_map-F1.LG02,scaffold_12794_3735,scaffold_12794_3735,marker_locus,40.85 cM
Cranberry-Composite_map-F1.LG02,scaffold_7862_3704,scaffold_7862_3704,marker_locus,41.08 cM
Cranberry-Composite_map-F1.LG02,scaffold_7862_3753,scaffold_7862_3753,marker_locus,41.08 cM
Cranberry-Composite_map-F1.LG02,scaffold_7862_3707,scaffold_7862_3707,marker_locus,41.51 cM
Cranberry-Composite_map-F1.LG02,scaffold_20649_2180,scaffold_20649_2180,marker_locus,42.11 cM
Cranberry-Composite_map-F1.LG02,scaffold_38952_3144,scaffold_38952_3144,marker_locus,42.11 cM
Cranberry-Composite_map-F1.LG02,scaffold_38952_3145,scaffold_38952_3145,marker_locus,42.11 cM
Cranberry-Composite_map-F1.LG02,scaffold_10951_6083,scaffold_10951_6083,marker_locus,42.11 cM
Cranberry-Composite_map-F1.LG02,scaffold_62678_1430,scaffold_62678_1430,marker_locus,42.11 cM
Cranberry-Composite_map-F1.LG02,scaffold_1741_1992,scaffold_1741_1992,marker_locus,43.3 cM
Cranberry-Composite_map-F1.LG02,scaffold_20649_2179,scaffold_20649_2179,marker_locus,43.3 cM
Cranberry-Composite_map-F1.LG02,ct124256,ct124256,marker_locus,43.3 cM
Cranberry-Composite_map-F1.LG02,scaffold_7209_3534,scaffold_7209_3534,marker_locus,43.3 cM
Cranberry-Composite_map-F1.LG02,scaffold_7209_3538,scaffold_7209_3538,marker_locus,43.3 cM
Cranberry-Composite_map-F1.LG02,scaffold_46664_1276,scaffold_46664_1276,marker_locus,43.3 cM
Cranberry-Composite_map-F1.LG02,scaffold_1741_1883,scaffold_1741_1883,marker_locus,43.42 cM
Cranberry-Composite_map-F1.LG02,ct155461,ct155461,marker_locus,43.42 cM
Cranberry-Composite_map-F1.LG02,scaffold_15222_4143,scaffold_15222_4143,marker_locus,43.42 cM
Cranberry-Composite_map-F1.LG02,scaffold_7702_6276,scaffold_7702_6276,marker_locus,43.42 cM
Cranberry-Composite_map-F1.LG02,scaffold_44516_2479,scaffold_44516_2479,marker_locus,43.42 cM
Cranberry-Composite_map-F1.LG02,scaffold_48048_1608,scaffold_48048_1608,marker_locus,43.64 cM
Cranberry-Composite_map-F1.LG02,scaffold_44145_2859,scaffold_44145_2859,marker_locus,47.4 cM
Cranberry-Composite_map-F1.LG02,ct89348,ct89348,marker_locus,47.79 cM
Cranberry-Composite_map-F1.LG02,scaffold_74218_403,scaffold_74218_403,marker_locus,48.26 cM
Cranberry-Composite_map-F1.LG02,scaffold_102465_607,scaffold_102465_607,marker_locus,49.29 cM
Cranberry-Composite_map-F1.LG02,scaffold_33914_312,scaffold_33914_312,marker_locus,49.29 cM
Cranberry-Composite_map-F1.LG02,scaffold_14228_1030,scaffold_14228_1030,marker_locus,49.29 cM
Cranberry-Composite_map-F1.LG02,scaffold_102465_648,scaffold_102465_648,marker_locus,49.29 cM
Cranberry-Composite_map-F1.LG02,scaffold_77675_473,scaffold_77675_473,marker_locus,49.39 cM
Cranberry-Composite_map-F1.LG02,scaffold_14228_1001,scaffold_14228_1001,marker_locus,49.39 cM
Cranberry-Composite_map-F1.LG02,scaffold_12807_2478,scaffold_12807_2478,marker_locus,49.99 cM
Cranberry-Composite_map-F1.LG02,scaffold_33914_316,scaffold_33914_316,marker_locus,50.21 cM
Cranberry-Composite_map-F1.LG02,scaffold_12807_2613,scaffold_12807_2613,marker_locus,50.21 cM
Cranberry-Composite_map-F1.LG02,scaffold_20227_2484,scaffold_20227_2484,marker_locus,50.21 cM
Cranberry-Composite_map-F1.LG02,scaffold_33914_306,scaffold_33914_306,marker_locus,50.21 cM
Cranberry-Composite_map-F1.LG02,scf2000b,scf2000b,marker_locus,50.21 cM
Cranberry-Composite_map-F1.LG02,scaffold_12807_2487,scaffold_12807_2487,marker_locus,50.25 cM
Cranberry-Composite_map-F1.LG02,scaffold_59431_989,scaffold_59431_989,marker_locus,51.49 cM
Cranberry-Composite_map-F1.LG02,scaffold_121399_74,scaffold_121399_74,marker_locus,51.49 cM
Cranberry-Composite_map-F1.LG02,scaffold_40835_805,scaffold_40835_805,marker_locus,51.49 cM
Cranberry-Composite_map-F1.LG02,scaffold_12515_669,scaffold_12515_669,marker_locus,51.78 cM
Cranberry-Composite_map-F1.LG02,scaffold_7563_4960,scaffold_7563_4960,marker_locus,51.91 cM
Cranberry-Composite_map-F1.LG02,scaffold_27196_4009,scaffold_27196_4009,marker_locus,52.48 cM
Cranberry-Composite_map-F1.LG02,scaffold_51491_921,scaffold_51491_921,marker_locus,52.48 cM
Cranberry-Composite_map-F1.LG02,scaffold_19028_2696,scaffold_19028_2696,marker_locus,52.48 cM
Cranberry-Composite_map-F1.LG02,scaffold_19028_2776,scaffold_19028_2776,marker_locus,52.48 cM
Cranberry-Composite_map-F1.LG02,scaffold_59431_1002,scaffold_59431_1002,marker_locus,52.48 cM
Cranberry-Composite_map-F1.LG02,scaffold_27196_4038,scaffold_27196_4038,marker_locus,52.48 cM
Cranberry-Composite_map-F1.LG02,scaffold_62586_1474,scaffold_62586_1474,marker_locus,52.48 cM
Cranberry-Composite_map-F1.LG02,scaffold_51491_1461,scaffold_51491_1461,marker_locus,52.48 cM
Cranberry-Composite_map-F1.LG02,scaffold_58633_892,scaffold_58633_892,marker_locus,52.96 cM
Cranberry-Composite_map-F1.LG02,scaffold_13683_4314,scaffold_13683_4314,marker_locus,52.96 cM
Cranberry-Composite_map-F1.LG02,scaffold_863_479,scaffold_863_479,marker_locus,52.96 cM
Cranberry-Composite_map-F1.LG02,scaffold_863_483,scaffold_863_483,marker_locus,52.96 cM
Cranberry-Composite_map-F1.LG02,scaffold_118119_189,scaffold_118119_189,marker_locus,52.97 cM
Cranberry-Composite_map-F1.LG02,SCF158633,SCF158633,marker_locus,52.97 cM
Cranberry-Composite_map-F1.LG02,scaffold_59431_392,scaffold_59431_392,marker_locus,52.97 cM
Cranberry-Composite_map-F1.LG02,scaffold_5848_6426,scaffold_5848_6426,marker_locus,52.97 cM
Cranberry-Composite_map-F1.LG02,scaffold_23767_1467,scaffold_23767_1467,marker_locus,52.97 cM
Cranberry-Composite_map-F1.LG02,scaffold_59431_632,scaffold_59431_632,marker_locus,52.97 cM
Cranberry-Composite_map-F1.LG02,scaffold_59431_1011,scaffold_59431_1011,marker_locus,52.97 cM
Cranberry-Composite_map-F1.LG02,scaffold_59431_1023,scaffold_59431_1023,marker_locus,52.97 cM
Cranberry-Composite_map-F1.LG02,scaffold_59431_416,scaffold_59431_416,marker_locus,52.97 cM
Cranberry-Composite_map-F1.LG02,scaffold_59431_434,scaffold_59431_434,marker_locus,52.97 cM
Cranberry-Composite_map-F1.LG02,scaffold_59431_516,scaffold_59431_516,marker_locus,52.97 cM
Cranberry-Composite_map-F1.LG02,scaffold_59431_598,scaffold_59431_598,marker_locus,52.97 cM
Cranberry-Composite_map-F1.LG02,scaffold_59431_637,scaffold_59431_637,marker_locus,52.97 cM
Cranberry-Composite_map-F1.LG02,scaffold_59431_643,scaffold_59431_643,marker_locus,52.97 cM
Cranberry-Composite_map-F1.LG02,scaffold_59431_885,scaffold_59431_885,marker_locus,52.97 cM
Cranberry-Composite_map-F1.LG02,scaffold_57248_610,scaffold_57248_610,marker_locus,53.33 cM
Cranberry-Composite_map-F1.LG02,scaffold_13781_5835,scaffold_13781_5835,marker_locus,53.56 cM
